GDP251,GDP253,GDP254,GDP255,GDP259,GDP260,GDP261,GDP263,GDP264,GDP266,GDP267,IPS13,IPS18,IPS25,IPS34,IPS38,IPS43,IPS306,PMP,UTL11,CES006,CES011,CES017,CES033,CES046,CES048,CES049,CES053,CES088,CES140,LHEL,LHELX,LHNAG,LBMNU,CES151,CES155,LHUR,LHU680,LHU5,LHU14,LHU15,LHU26,LHU27,HSNE,HSMW,HSSOU,HSWST,PMI,PMNO,PMDEL,PMNV,MOCMQ,MSONDQ,GDP274_1,GDP274_2,GDP274_3,GDP275_1,GDP275_2,GDP275_3,GDP275_4,GDP276_1,GDP276_3,GDP276_4,GDP276_5,GDP276_6,GDP276_7,GDP276_8,GDP280A,GDP281A,GDP282A,GDP284A,GDP285A,GDP287A,GDP288A,PSCCOMR,PW561R,PMCP,CES277R,CES278.R,LBOUT,LBPUR7,LBLCPU,FYFF,FYGM3,FYGT1,FYGT10,Sfygm6,Sfygt1,Sfygt10,sFYAAAC,sFYBAAC,FM1,MZMSL,FM2,FMFBA,FMRRA,BUSLOANS,CCINRV,EXRUS,EXRSW,EXRJAN,EXRUK,EXRCAN,FSPCOM,FSPIN,FSDXP,FSPXE,FSDJ,HHSNTN,DATE
7.045628,9.603802,2.533133,6.279631,10.356522,14.614145,25.825999,40.273189,54.628496,1.657037,1.316557,14.467715,8.602477,20.394207,24.469892,14.92163,15.98607,15.566486,65.6,81.802367,26.062549,2.876971,6.472005,1.857396,4.38855,4.980423,5.295654,8.821153,2.977192,4.436312,4.666667,0.084333,5.134797,4.84608,39.833333,0.2,-0.166667,0.233333,-6.360558,-27.883391,-4.941579,-33.80593,26.669197,5.777652,6.087532,6.949856,6.396374,60,65.133333,54.966667,50.533333,17.64722,15.939792,11.510028,0.877774,2.155096,4.038977,1.572474,-10.000251,0.639152,0.713599,1.536003,4.246128,0.543824,0.372325,0.539152,-0.089446,0.706313,3.297099,-0.462534,9.209043,0.750704,10.915879,4.411759,17.828411,-9.146017,75.766667,4.445125,5.860495,3.939271,6.380247,4.032469,-1.21,-0.793333,-0.32,0.143333,0.366667,0.97,2.596667,1.2,2.2,4.063269,1.646354,1.176275,5.999912,4.999042,1.497665,-0.870638,-16.597498,-8.789498,-25.036057,14.73361,0.162325,35.685201,37.706851,-0.276667,1.276667,29.186208,9.533333,1972-01-01
9.33955,9.630425,9.704002,4.905448,2.242892,9.254699,7.765157,-11.813146,-14.486196,6.277571,-0.849951,7.937287,2.612679,12.985775,12.654782,6.292914,8.354589,-1.388667,63.5,82.864433,-1.913028,4.614522,6.419498,2.96918,4.080908,3.509512,4.278521,3.662894,4.124114,2.85744,3,0.056333,3.328611,2.856941,39.9,0.3,-0.066667,0.1,-2.262247,13.124773,-29.52114,-43.429442,-15.875963,5.665273,6.111467,6.927231,6.177944,59.766667,64,56.266667,51.666667,7.122301,14.091061,-2.72262,-0.254797,0.366361,-4.582699,-1.561506,2.001296,-0.414473,-0.80962,-1.274148,-3.381802,-1.010608,-2.345755,-1.152015,-1.237559,-2.783125,-1.304999,-3.82485,-8.552582,3.587586,-16.597816,-3.210223,16.777614,-2.680192,71.666667,3.702622,4.56965,9.550052,2.635869,-2.745994,0.76,0.333333,0.436667,0.11,0.463333,1.073333,2.373333,1.133333,2.08,-1.27619,-1.443095,-1.951592,-2.231443,4.73833,6.830318,2.13795,-3.536098,-2.997464,-4.411951,-0.030801,-6.026678,10.289314,13.049331,-0.053333,-0.506667,13.062334,-4.233333,1972-04-01
3.791588,10.288198,5.607568,5.218756,0.779759,9.17848,0.933707,23.41033,8.215919,-22.171065,3.25109,11.269797,3.767799,8.091658,5.912818,1.77436,5.977521,5.487252,65.6,83.416567,4.456932,2.186809,3.584986,0.663146,3.390301,2.472653,1.743675,3.164922,3.240881,4.041339,4.333333,0.072333,2.185761,2.243992,39.966667,0.033333,-0.133333,-0.466667,10.953135,-6.86827,-8.16942,28.890161,-46.780574,5.833836,6.126869,6.96571,6.240276,62.3,66.366667,63.366667,53,12.47139,33.329936,-0.882372,0.523128,-0.538865,2.362493,-1.100801,11.237613,-0.626567,0.847851,0.316494,0.472167,1.673902,1.724144,1.149633,0.042514,0.326557,-0.606892,4.781397,-1.618181,-3.780724,-0.177634,1.786362,7.715185,0.4538,69.5,0.060502,2.577311,1.029789,2.395102,3.345196,0.44,0.45,0.31,0.146667,0.506667,0.933333,2.07,0.916667,1.88,1.782059,2.343579,3.314024,0.041132,-4.708873,-2.507027,-1.702178,0.849902,-6.467967,-3.086044,-24.111584,-1.998296,3.852318,4.740796,-0.016667,-0.106667,-2.106689,5.733333,1972-07-01
6.496236,21.13591,6.815644,7.565577,6.280624,28.175053,14.04446,16.564716,17.634481,-1.322278,5.592581,21.747447,6.750007,17.421039,20.737143,10.846828,14.41038,-0.719996,70.466667,85.7105,2.396336,1.841084,10.200061,3.017601,4.457456,4.668792,3.83628,5.699771,3.284435,3.395506,7.333333,0.168,2.593813,4.157177,39.933333,0.2,-0.2,-0.4,-20.315586,-11.684993,-32.938418,-25.85896,-41.203225,5.907177,6.021023,7.018402,6.268465,69.133333,71.9,76.066667,62.966667,24.232006,11.31654,-7.8621,0.22496,0.439245,0.553598,4.226175,0.153238,-0.633301,-0.144841,0.606137,0.36116,-0.013256,-1.880977,-0.520593,0.53842,2.421067,-1.664005,5.498055,7.432684,2.426963,6.934482,-0.042044,16.850384,-0.754327,74.833333,6.397342,4.829352,4.114977,4.051291,4.879891,0.403333,0.643333,0.283333,0.083333,0.31,0.573333,1.51,0.763333,1.62,1.401678,0.413568,-0.154513,3.491933,7.221577,3.572356,1.832887,2.632649,1.056132,-0.036091,-13.632263,2.364358,17.323378,16.14286,-0.093333,0.233333,18.038898,-3.3,1972-10-01
10.029847,24.710443,4.36793,3.941018,12.853708,21.649077,13.208093,28.313488,18.069315,6.506856,1.7965,11.647512,2.995194,20.324233,21.522965,6.420184,12.756718,-16.690461,69.1,87.653933,-3.54462,6.19705,10.933524,4.019383,4.34274,5.010283,5.415258,5.254362,4.119643,2.076053,7,0.192333,4.882383,5.995557,40,0.166667,-0.433333,-0.8,-7.090744,-35.934614,-59.645789,-39.520234,-84.99548,5.765191,6.267833,6.987798,6.10628,70.433333,70.533333,85.466667,62.166667,24.09282,28.929758,7.452727,-0.242515,-0.087879,6.599627,-1.461873,-2.668294,1.317931,1.778728,2.829132,-0.849865,0.081995,-0.56059,1.051365,-4.61913,-1.777353,2.257359,-6.791814,2.20381,2.74918,-3.311446,2.796958,42.566007,-1.903244,86.9,3.038388,2.436348,7.492015,4.220402,1.502793,1.393333,0.836667,0.873333,0.23,0.286667,0.61,0.903333,0.616667,1.363333,-1.761211,-3.729753,-3.679207,0.056055,-3.25205,13.957959,5.34013,-14.421133,-37.140969,-28.513671,9.25722,3.319778,3.364838,4.904843,0.023333,-0.48,-0.999356,-12.366667,1973-01-01
4.5977,-5.226146,-3.441146,4.330529,12.33249,17.984944,-20.868701,18.841653,-11.707937,-6.161738,0.684536,-4.432525,0.832094,10.976796,6.604782,1.200987,3.423934,-6.468446,62.5,87.535667,2.644929,8.845889,5.591032,0.873302,3.16382,3.157577,3.469384,3.250466,3.770702,3.098839,-0.333333,-0.003,4.805481,4.162782,40.1,0.033333,0,-0.8,22.673239,9.513529,-50.867037,-46.15283,-57.240337,5.702671,6.155566,6.795333,6.16191,65.833333,63.466667,86.3,60.3,-11.198213,18.816459,1.848372,0.499791,0.492836,3.835454,2.731729,8.277492,1.553022,-1.280102,-2.944256,2.279758,1.005838,3.171542,2.642802,9.288451,2.499717,2.492036,4.451655,6.404157,18.668916,-0.435866,-1.101977,45.700426,18.042083,88.4,-5.831868,-1.500772,1.187323,-2.083557,5.860326,1.28,0.903333,0.706667,0.203333,0.186667,0.413333,0.203333,0.5,1.286667,-3.229508,-2.708339,-2.868036,-3.869068,-10.120807,-0.894785,-4.035891,-17.620495,-35.978378,-22.730192,18.016719,1.118068,-27.299123,-27.591974,0.216667,-2.096667,-27.682083,-6.733333,1973-04-01
-2.133579,-4.099249,2.345958,2.400027,8.986856,5.354534,-17.325654,1.360225,-11.20547,-17.300556,4.177253,-4.635959,-0.639967,13.057022,6.312826,-1.021515,3.068011,-3.376513,55.866667,87.3237,9.679817,8.465588,2.591953,-1.599407,2.306158,2.120177,3.756337,1.655941,3.058898,1.87665,0.666667,0.031667,2.587272,2.691029,40.033333,-0.1,-0.133333,-0.3,-1.944469,-12.259186,-12.67801,7.977472,-42.846115,5.577211,6.099571,6.785588,6.042633,61.333333,56.1,87.333333,62.8,-8.086406,14.744371,-2.686364,0.221526,0.341605,-0.125912,-3.46113,-6.877411,-0.308141,0.036732,-0.67794,-2.259652,-0.096808,-0.42891,-2.439905,4.350884,2.536647,-0.814198,3.656358,5.005113,-11.8698,1.672299,-2.165291,69.652415,17.774375,82.6,-2.672121,0.175225,-5.45598,-0.14054,11.325537,2.743333,1.72,1.49,0.4,0.083333,0.183333,-1.116667,0.38,1.26,-0.105979,-0.852244,-0.946799,1.57518,4.500666,-8.056161,-2.206375,-11.10345,-28.640167,0.307143,-8.462627,1.566228,-8.784942,-7.601365,0.12,-1.25,-9.248183,-3.566667,1973-07-01
3.798168,-10.405124,-1.482892,1.953004,-3.655327,6.986118,-19.590515,19.210542,3.03729,0.236138,4.873387,-0.935394,4.721701,13.220509,7.23049,9.4684449999999991,7.386058,12.017213,58.8,88.079867,8.90622,0.03149,4.1102,1.933359,4.161714,3.348455,3.550229,3.931391,2.295752,4.021863,-1.333333,-0.028,3.806258,1.984604,40.066667,-0.066667,-0.033333,0.266667,-5.29179,-3.381601,10.676338,-11.445702,42.846115,5.456745,5.802118,6.593045,5.849325,65.966667,63.2,92.766667,64.7,5.064023,26.940701,-1.261925,-0.183821,-0.566008,-1.826166,1.336139,31.145594,0.474636,0.324457,5.134286,2.304275,0.748744,0.767382,1.578616,-4.378046,-1.246727,-2.19957,-6.393529,-2.664179,10.235735,0.313212,1.687934,-2.133716,28.087207,94.9,-0.959215,-1.526713,1.752275,-1.361104,11.10353,-0.563333,-0.823333,-1.093333,-0.453333,0.113333,-0.086667,-0.746667,0.896667,1.683333,0.459417,-0.49454,-0.453353,0.963316,0.245702,-13.135269,-2.134236,11.248467,25.572866,14.568206,-16.364683,-1.615899,-11.050889,-11.115964,0.26,-1.47,-3.970211,0.733333,1973-10-01
-3.481027,-10.305528,-5.268943,0.186909,-2.263377,0.522335,-30.448758,5.045451,-13.87692,12.457252,5.221663,-27.585693,-3.070422,1.538361,-7.467036,8.964681,-3.260283,-2.62841,53.8,86.551933,7.767234,0.22036,-1.07268,0.241014,2.768551,2.313681,5.747139,-0.074029,3.819444,2.794267,-3.666667,-0.157,1.270392,-1.710814,39.9,-0.233333,0.366667,-0.266667,32.297835,34.109324,13.967326,28.833745,-7.164371,5.456745,5.867412,6.52747,5.751514,60.833333,56.566667,89.833333,59.966667,-1.532703,7.557992,1.347305,3.45172,2.768536,2.02852,3.431584,30.332244,2.749299,-1.540764,14.746365,1.975676,-0.156473,1.426628,0.181884,5.073296,0.885997,3.885842,1.894428,7.042555,30.325298,-2.242563,3.442818,50.262256,124.74732,94.3,-7.46039,-6.122253,-5.551404,-2.286731,10.025538,-0.673333,0.116667,-0.06,0.3,-0.136667,-0.263333,-0.563333,0.843333,1.49,1.498543,2.15089,2.192976,0.15258,1.149864,6.744873,-2.507124,16.112994,9.448878,21.835724,-16.840555,-8.013169,-26.489927,-28.821661,0.33,-1.353333,-16.530575,-11.7,1974-01-01
1.157691,2.36701,-1.4064160000000001,4.08032,-1.600459,-0.500558,-17.859051,19.006406,20.695267,-0.715733,5.093765,-0.172821,2.496201,2.341809,0.047477,-3.342292,-0.354744,38.813998,52.166667,85.730633,10.93513,-4.462248,0.173208,-2.789801,2.679068,2.036929,2.687525,2.74093,2.26102,2.577983,0.333333,-0.014333,1.895655,1.046939,39.5,-0.266667,0.066667,0.1,2.531654,13.837712,33.740022,35.389313,31.274968,5.31812,5.860786,6.462509,5.767279,56.766667,53.3,76.566667,59.233333,1.674086,-24.530711,10.612011,3.467234,0.385221,-5.899915,3.01161,-33.756343,6.49658,-0.185243,-3.30194,2.187706,4.437655,2.373611,3.776156,0.453913,6.460617,4.893445,0.367832,-13.430654,-15.561345,2.723433,2.161811,-10.205518,6.499509,91.466667,-3.799482,-0.486614,1.60897,-0.156068,11.392188,1.926667,0.536667,1.336667,0.49,0.126667,0.536667,-0.61,0.82,1.52,-2.785032,-1.315556,-2.51632,0.798985,0.376088,15.660482,-1.440506,-15.634811,-29.541379,-14.646328,20.129675,-6.016659,-21.589724,-17.66889,0.26,-1.23,-8.377261,8.633333,1974-04-01
-3.89335,2.570553,0.813199,2.41675,-17.770018,2.734534,-13.420693,-22.164733,-7.047639,1.989428,-0.432125,2.095808,-0.597165,3.664746,-4.214391,-3.856256,-1.567872,3.487753,49.3,84.730433,11.34506,-14.781684,-2.245961,-3.147852,2.658831,1.611948,2.211422,2.434709,1.357112,3.61309,-6,-0.184333,1.450145,-1.393082,39.633333,0.1,0.433333,0.066667,29.956564,33.516918,30.014074,28.847767,31.759876,5.135798,5.698211,6.161207,5.561963,51.3,48,62.433333,55.533333,-15.883377,22.88798,8.766659,3.504779,2.912384,-0.374115,0.320955,-29.023921,5.269026,1.901181,-5.993299,-3.054203,1.524432,2.179075,-0.173142,-4.499415,1.166835,5.898749,3.448656,8.381309,-23.211925,4.464262,0.580599,7.10602,32.561441,85.833333,1.351284,2.48788,-3.441442,0.198621,15.48844,0.84,0.036667,0.32,0.42,0.336667,0.82,-0.226667,1.023333,1.846667,-0.232254,0.309193,-0.538971,-1.89159,-3.378052,-9.265241,-1.25108,10.674159,0.557135,24.288186,-7.908038,6.352044,-72.276022,-72.592005,0.963333,-2.27,-59.323437,-4,1974-07-01
-1.571675,-41.68205,-5.67988,4.158582,-4.761546,-14.872421,-56.436422,10.290586,-4.034035,3.022312,0.219911,-29.859358,-7.268177,-3.985432,-20.409003,-25.469007,-17.634106,0.262726,39.533333,80.5108,5.295019,-12.408775,-12.056595,-10.694754,1.479146,-0.440519,0.249974,0.16013,0.231243,4.960058,-12.666667,-0.304667,-2.148343,-6.665822,39.266667,-0.466667,0.966667,0.1,49.807662,81.304805,77.492277,86.719195,63.323069,4.939259,5.62522,5.950643,5.405676,37.166667,32.5,34.166667,45.233333,-39.323931,-89.834895,-6.581227,-0.907233,0.34413,5.153234,-5.465208,-11.353848,-2.63933,2.041126,-1.85798,-2.792128,-0.236759,-0.913479,0.164428,-1.897831,-1.920575,2.958915,-2.04224,-2.046002,-7.361458,2.447064,-2.511493,-30.20235,-6.448638,70.466667,-0.815162,0.874689,3.353144,-1.962159,6.267909,-2.743333,-0.83,-1.336667,-0.293333,0.096667,0.313333,0.31,1.346667,2.9,1.28822,2.09428,1.815432,-2.495064,-0.645729,-11.156214,-5.546833,-0.86105,-32.539238,3.385161,-3.658354,2.174462,-34.431428,-37.804938,0.39,-0.976667,-56.785222,-5.833333,1974-10-01
-4.817282,8.340209,1.660377,3.594137,-21.130763,-27.767148,-25.502343,2.829179,-42.234315,-4.616498,11.691824,-52.910741,-14.128762,-32.286936,-44.808236,-38.906031,-33.805305,-1.648749,36,73.514767,13.384604,-19.401971,-24.624677,-18.526131,-0.587149,-4.303545,-4.095587,-2.654294,-1.02509,5.01717,-9,-0.240667,-5.841264,-12.75102,38.633333,-0.433333,1.666667,1.533333,23.265161,120.516016,175.645813,176.614036,174.110003,5.006181,5.541264,5.929589,5.278115,32.233333,36.6,17.566667,32.7,-38.433995,-42.499951,-9.19213,-4.056273,-1.9603,-7.803153,-4.217651,6.925942,-4.422455,1.726559,7.662987,0.449018,-1.563298,-2.361302,-0.296432,0.223811,-4.652644,-0.987389,-0.561113,-8.684958,-6.926399,-6.611737,-3.47995,-49.453721,-6.297223,47.866667,0.266509,0.188542,5.6665469999999996,2.609359,7.888192,-3.043333,-1.61,-1.366667,-0.13,0.116667,0.556667,1.79,1.166667,3.106667,-2.328607,1.538617,1.485786,0.64951,-3.517604,-9.794201,1.137172,-12.763757,-38.871976,-9.288604,10.653289,4.978293,50.782078,50.284767,-0.613333,1.07,54.084263,0.566667,1975-01-01
2.917564,7.325538,8.563197,4.398449,-15.373987,-7.872931,8.510251,-11.833685,-33.41422,-3.224874,-2.963387,22.56836,5.826786,-17.518807,-19.251312,-1.219084,-6.974973,-14.561474,49.7,71.8107,3.199055,-19.939996,-11.331252,-2.59873,0.664088,-1.347424,-1.612728,0.598832,0.297878,2.539232,0,-0.036667,-0.322146,-3.706557,38.766667,0,0.6,2.466667,-26.061429,2.274313,148.448872,123.147958,185.673516,4.919981,5.533389,6.008813,5.613128,41.266667,48.233333,23.1,28.866667,8.9257,-24.128646,2.482245,-1.776526,6.175195,-6.731998,-0.546129,6.010611,-3.852559,-2.642816,-12.537694,0.578005,-0.486219,0.256519,-6.03468,-1.902141,-4.472038,-5.703237,-3.180123,-12.33979,-4.832761,-3.222884,0.426694,-21.599403,16.609474,44,2.120791,1.015171,6.343298,3.178239,1.657152,-0.883333,-0.356667,0.22,0.51,0.34,1.133333,2.656667,0.823333,2.58,3.533483,5.406535,6.835204,1.265586,7.290472,-6.208658,-3.971464,2.399964,4.280162,-0.966551,-11.57026,9.281798,48.951125,52.282744,-0.553333,1.27,56.197627,15.366667,1975-04-01
6.713955,25.099032,3.284223,2.321235,2.375713,4.441507,26.948082,-6.793499,31.943868,9.935602,4.924409,32.452566,12.24189,-1.72561,6.806852,25.94394,12.814055,19.289859,59.733333,73.7147,3.703221,-0.82769,-1.311176,6.285021,3.189538,3.074402,2.442906,4.916096,2.177684,1.339914,3,0.044,3.663307,3.641444,39.3,0.333333,-0.4,1.7,-12.410509,-50.478725,37.674319,-29.979974,114.506615,5.083473,5.772479,6.15415,5.692609,51,59.7,35.866667,28.966667,27.985892,13.273594,-1.502055,-2.293218,-9.47841,8.55675,2.800863,15.816588,-4.565966,0.0452,0.5389,0.792648,-0.72169,-0.398674,0.972354,3.426111,-3.734172,-6.059787,-3.158588,-0.016544,-10.14909,1.915188,-2.200277,10.357155,15.361739,65.133333,-3.714434,0.48902,3.869657,-0.796888,2.798891,0.74,0.936667,0.993333,0.246667,0.456667,1.19,1.966667,0.616667,2.286667,1.413473,-0.008177,-0.079498,1.291863,-0.222341,2.442008,3.174543,17.714496,22.538156,7.755923,-35.32075,3.456147,-6.56507,-7.388711,0.11,0.473333,2.725655,2.8,1975-07-01
5.21262,11.521631,1.2008,4.593219,0.229161,5.495387,17.147327,22.007406,20.796326,0.995284,5.081606,8.247189,6.831156,5.528173,10.055185,18.153437,10.134197,3.481316,61.566667,75.156733,4.860856,7.868617,3.998727,8.66775,2.591268,2.398527,3.289704,3.14055,2.689196,1.737887,2.333333,0.034,2.397513,6.806317,39.6,0.066667,-0.166667,0.6,-5.926034,-3.906954,-17.121685,-58.075752,18.188926,5.05199,5.819093,6.257029,5.78996,54.966667,63.166667,44.266667,40.3,5.597856,-18.936375,2.399964,1.504775,1.620233,-1.934314,-1.346535,-15.877922,2.020674,1.477329,5.421989,2.526534,3.926039,2.929332,0.978794,-7.261595,1.328952,0.172433,3.384411,3.623014,9.550872,3.491482,0.562127,-22.888979,3.82684,70.166667,-4.388963,0.242176,0.789577,-0.03754,7.224314,-0.746667,-0.703333,-0.84,-0.233333,0.34,1.053333,2.436667,0.746667,2.516667,-4.717429,-4.934244,-4.775056,-1.785575,-3.24614,3.341177,6.967237,5.127922,-2.561148,7.227398,-16.309735,-5.174127,6.744657,5.988639,-0.113333,0.866667,4.391742,0.766667,1975-10-01
8.900637,20.242743,7.849617,4.294703,10.773794,5.42091,38.926819,-2.805288,24.296027,-3.774917,4.295662,14.510833,6.091111,11.577428,22.855879,10.541142,13.158913,14.060914,64.566667,77.195067,2.927784,8.332112,8.974406,5.727464,4.47011,5.733568,4.170624,6.566736,2.541346,1.676964,4,0.072333,5.676473,6.566502,39.9,0.266667,-0.566667,0.3,-12.806486,-49.015827,-33.629884,-67.317764,-9.078527,5.192957,5.90627,6.321967,5.823046,59.566667,64.7,55.6,46.733333,19.952758,16.455665,-0.825462,-1.01336,-2.411909,-6.44215,1.718913,-10.966731,1.19988,-0.852299,-5.682095,3.748851,-0.009233,-4.075114,-0.52427,0.204285,-2.514823,-0.443741,-4.930766,3.341261,6.100909,-6.359051,-0.395051,-8.321274,-23.639548,72.566667,0.617948,4.602092,5.572585,4.159483,2.907805,-0.586667,-0.71,-0.703333,-0.31,0.343333,1.06,2.836667,0.803333,2.503333,3.113629,4.922069,2.973115,1.135069,-0.699824,-0.666332,4.285671,1.107901,-10.804562,-1.672684,-8.558723,-8.874043,44.206659,45.027001,-0.436667,1.55,55.129778,8.466667,1976-01-01
2.975414,1.635583,5.318782,2.592951,-1.272485,7.972909,11.335662,4.039476,16.973819,-0.845624,-6.908485,1.163015,3.184045,9.115136,13.070538,3.330335,6.462898,15.068048,61.7,77.9566,0.893815,-3.450646,5.605622,-0.19347,2.941705,3.661277,3.396068,4.277459,3.009114,-0.160256,2,0.031333,4.069793,0.136427,39.7,-0.1,-0.166667,-0.533333,16.485323,13.601952,-56.815496,-58.702535,-55.542021,5.060483,5.963579,6.274762,5.918894,59.2,62.7,58.066667,51.866667,7.456672,18.468399,-0.872176,-1.529453,1.123717,-0.209875,-0.210921,-0.123993,-0.721319,-1.092336,-0.329113,-5.882588,-5.964369,-2.042653,0.437863,0.18693100000000001,4.964305,-1.869501,9.369225,-1.423311,-0.607249,-0.043201,-0.175028,17.317076,-9.946802,78,5.299443,3.781671,2.721152,4.713785,4.506781,0.37,0.24,0.303333,0.02,0.366667,1.123333,2.616667,0.76,2.123333,0.955242,-0.835584,-0.678539,1.173503,2.012115,-2.226682,-1.884904,5.709442,-13.202444,-4.190481,-40.637493,-6.548034,8.3259,9.191196,0.016667,-0.206667,10.567946,0.633333,1976-04-01
1.911004,4.569851,3.399516,4.688117,3.973219,11.027781,-6.593515,11.455783,16.006473,-1.137884,-2.805952,3.996578,2.858841,9.124422,8.844041,1.970832,5.605783,2.371854,54.266667,78.541833,0.767087,-2.6352,2.935449,-0.484086,2.351761,2.452552,1.522775,2.747508,2.89065,0.462788,0.333333,-0.016333,2.829699,1.591708,39.833333,0.166667,0.166667,-0.433333,11.476956,29.890932,19.524649,78.470522,-25.6212,5.034786,6.02506,6.372751,6.001415,54.666667,57,53.933333,50.8,2.367135,33.608376,1.153426,-0.529056,-0.767882,5.222728,2.587706,10.710634,-1.836653,1.641529,-0.953774,0.451912,-1.143453,5.921514,-0.323123,2.257996,-1.308342,1.186418,-5.223172,-1.986057,1.102121,1.618074,-2.065772,2.543847,7.050321,76.033333,1.010569,3.887239,0.108877,2.36132,8.191639,0.086667,-0.006667,-0.266667,-0.043333000000000003,0.26,0.863333,2.58,0.733333,1.89,-2.738817,-3.725704,-1.346211,-1.87268,-0.050304,9.097198,-0.99813,-1.821958,-2.542743,-11.161586,-9.200271,-0.643539,10.46353,9.041757,-0.026667,-0.79,0.303227,4.5,1976-07-01
2.853778,6.626108,3.443517,6.340094,1.233162,11.235821,47.969339,4.0509,13.030877,1.018558,-1.2706,16.669523,6.829411,13.422818,2.238822,4.259115,6.107193,5.286462,56.7,79.207733,7.678457,4.309757,0.994407,1.624211,2.560957,1.897198,2.162012,2.225713,4.518743,1.819254,2.333333,0.017333,2.181455,2.136729,39.7,0.033333,0.033333,-0.3,-3.482267,11.824089,1.770041,-9.698952,11.509307,5.187386,6.019404,6.404677,6.207248,53.933333,57.2,49.833333,48.4,8.500147,-2.728476,3.627368,0.16268,0.904041,-1.090223,-2.581812,3.459667,2.228094,1.16123,7.229654,-0.665916,-2.28586,-1.621936,1.691494,-1.735647,-0.36091,1.142553,0.64993,4.758684,-2.989075,5.135792,1.154778,-27.121899,9.547706,70.866667,0.351171,0.42618,2.552683,2.633129,7.173694,-0.41,-0.476667,-0.786667,-0.54,0.143333,0.553333,2.516667,0.993333,2.023333,3.042319,4.9472950000000004,3.745953,0.939434,4.346399,2.049218,2.960428,2.1719020000000002,-5.52403,3.846235,-26.610911,5.948179,-6.702483,-8.587112,0.243333,-0.943333,-13.121408,0.8,1976-10-01
4.801794,16.541481,2.346727,3.172144,-1.260012,23.38853,11.902949,-6.471622,18.518196,3.316468,3.850759,16.617913,3.627572,18.088814,9.421257,12.120327,10.202804,19.005202,56.733333,80.663833,8.048213,10.150735,5.780501,3.24791,3.465998,4.489348,3.350112,4.824905,4.74979,-0.123979,4.666667,0.063,3.963595,4.234376,39.6,0.133333,-0.266667,-0.4,9.549163,-22.141886,-35.110244,-43.292626,-28.467952,5.121978,5.983936,6.563856,6.346805,56.066667,59.166667,56.666667,52.666667,23.612276,-0.561995,-7.23627,1.758559,-2.419175,2.962971,2.359641,0.223193,0.370438,1.426652,-0.602604,-3.090941,5.17941,-2.163224,-2.420282,3.588929,6.818673,0.209396,2.453432,-2.61428,9.627665,-2.869167,2.239213,22.304945,-0.285759,78.7,-1.244686,2.541126,2.008957,-0.349177,4.839415,-0.213333,-0.043333000000000003,0.193333,0.163333,0.24,0.79,2.723333,0.68,1.753333,2.41241,-0.410202,-0.862843,-0.347093,-4.272255,2.237291,-0.99813,0.766116,12.12697,-11.408664,14.735356,14.866452,-3.131744,-4.841014,0.25,-0.476667,-2.07821,-1.333333,1977-01-01
7.777487,8.982314,-0.744536,2.530163,14.586134,9.812563,43.331463,10.626325,3.657459,6.534933,2.346389,15.328153,1.009628,19.089757,17.196589,11.796086,13.587349,-8.364176,61.566667,82.788433,10.435007,17.395552,6.50559,3.809915,4.383637,4.968008,4.346386,5.630082,5.064735,2.225761,5,0.083333,5.228455,7.560179,40.033333,0.133333,-0.366667,-0.233333,0.224606,-25.867472,-42.552161,-42.11304,-42.90243,5.299983,6.169611,6.617403,6.199156,57.8,60.966667,54.433333,53.4,4.906935,26.797287,-2.122361,-1.76085,1.114344,3.650166,-5.080805,-4.71549,-0.468433,-1.061672,-7.930642,0.911517,0.603529,4.058803,0.68322,-2.293344,-5.118025,-0.660647,1.229845,1.399381,-2.781913,-3.439525,-0.357904,0.053598,-1.806678,75.466667,-4.507383,2.25622,0.916346,0.938005,5.913151,0.496667,0.21,0.273333,0.016667,0.23,0.853333,2.53,0.643333,1.626667,-1.729869,-4.454942,-2.742269,-0.255417,0.635286,2.166114,-0.99813,-1.924796,-1.498,-14.662143,1.283127,8.765697,-10.942851,-12.858143,0.296667,-0.633333,-12.295545,-0.9,1977-04-01
7.099488,5.294138,0.665088,5.939336,6.12111,9.538247,-1.262716,3.074518,-5.62713,2.311027,-0.434822,6.245666,1.957631,14.47886,2.124588,3.273632,5.135926,-6.725497,56.466667,83.142433,-7.00561,6.825129,5.559381,1.53275,5.444514,4.899157,5.0227,4.94341,4.787903,5.389172,4.333333,0.07,3.936788,4.256801,39.866667,0,-0.233333,-0.5,-12.266564,9.498626,-13.079035,32.747589,-53.85715,5.313206,6.099571,6.705639,6.297723,55.5,58.233333,56.166667,48.933333,4.981738,7.441545,2.429246,1.393675,2.000398,-5.841148,5.63785,-6.389526,-0.563562,-0.748613,3.301882,-0.056461,0.878431,-2.613443,-0.404538,2.850211,1.544318,0.424397,2.306946,-7.882241,-5.682867,-3.387897,-0.278774,-33.305798,-4.095674,68.266667,-1.929463,2.650291,5.116322,2.310684,3.772323,0.663333,0.656667,0.586667,-0.013333,0.26,0.783333,1.86,0.59,1.473333,-1.510555,-0.912161,-1.523938,2.298231,4.209912,0.729613,-2.199861,-2.069705,-18.581467,-13.375049,3.768776,6.503908,-3.977978,-6.012199,0.223333,-0.326667,-20.458386,-2.333333,1977-07-01
